index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
OCUL,OCUL,"Ocular Therapeutix, Inc.",6.54,-4.9418626,-0.34000015,6.47,6.84,24.3,6.37,501030720.0,8.8146,13.150625,562465.0,1144163.0,NASDAQ,6.7,6.88,-1.965,,2021-11-08T16:01:00.000+0000,76610202.0,1638176247
ODP,ODP,The ODP Corporation,38.58,-3.6944573,-1.4799995,37.85,39.445,51.4,26.16,1966550016.0,42.588,43.504,389157.0,379863.0,NASDAQ,38.89,40.06,1.563,24.683304,2022-02-22T13:30:00.000+0000,50973303.0,1638176247
OFED,OFED,Oconee Federal Financial Corp.,23.9,-4.208421,-1.0500011,23.55,23.9,27.0,20.12,133575664.0,24.1766,24.18855,171.0,3249.0,NASDAQ,23.9,24.95,0.638,37.460815,2021-11-12T10:59:00.000+0000,5588940.0,1638176247
OGCP,OGCP,"Empire State Realty OP, L.P.",9.5,-6.126481,-0.6199999,9.5,9.5,13.0,8.23,2660294656.0,10.2564,11.0465,105.0,2477.0,NYSE,9.5,10.12,-0.046,,2020-04-23T17:00:00.000+0000,280031016.0,1638176247
OMEX,OMEX,"Odyssey Marine Exploration, Inc.",6.35,-0.781253,-0.05000019,6.18,6.3676,8.69,5.11,90754200.0,6.3922,6.465045,3751.0,30492.0,NASDAQ,6.18,6.4,-0.965,,2021-11-15T16:45:00.000+0000,14292000.0,1638176247
OMTK,OMTK,Omnitek Engineering Corp.,0.082,-0.12179568,-9.999e-05,0.082,0.082,0.49,0.02,1689216.0,0.087,0.10735,4400.0,26707.0,MUTUAL_FUND,0.082,0.0821,-0.01,,2019-04-01T14:59:00.000+0000,20600195.0,1638176247
ONEQ,ONEQ,Fidelity Nasdaq Composite Index ETF,60.43,-2.1218033,-1.3100014,60.175,61.2897,63.11,46.8,398838016.0,59.2134,55.860256,328695.0,241436.0,NASDAQ,60.86,61.74,15.618,3.8692534,,6600000.0,1638176247
OPBK,OPBK,OP Bancorp,13.21,-3.2234404,-0.43999958,12.5,13.46,13.87,7.1,199912208.0,11.2736,10.58,45372.0,23314.0,NASDAQ,13.46,13.65,1.541,8.572355,2022-01-26T10:59:00.000+0000,15133400.0,1638176247
OSK,OSK,Oshkosh Corporation,111.68,-3.27386,-3.7799988,110.03,112.89,137.47,80.42,7536948224.0,107.9842,116.732,419523.0,568015.0,NYSE,111.5,115.46,6.83,16.35139,2022-01-25T13:30:00.000+0000,67487001.0,1638176247
OTRKP,OTRKP,"Ontrak, Inc.",12.4,-1.2738917,-0.1600008,12.35,12.7,25.575,11.157,,14.65994,21.32511,6961.0,30246.0,NASDAQ,12.56,12.56,-1.583,,,,1638176247
PAAS,PAAS,Pan American Silver Corp.,25.79,-2.3475914,-0.61999893,25.315,26.43,39.62,22.27,5423972352.0,25.343,28.97625,1131753.0,1745165.0,NASDAQ,26.35,26.41,1.2,21.491667,2022-02-15T10:59:00.000+0000,210313003.0,1638176247
PAC,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",116.98,-7.239709,-9.129997,116.53,123.73,140.77,98.07,6021019136.0,125.7844,113.3279,24964.0,40373.0,NYSE,123.73,126.11,4.09,28.601467,,51470500.0,1638176247
PAI,PAI,Western Asset Investment Grade Income Fund Inc.,16.59,0.12070283,0.02000046,16.18,16.6,17.41,14.72,157759296.0,15.9252,15.54655,6371.0,18477.0,NYSE,16.42,16.57,1.19,13.941175,2021-05-24T10:59:00.000+0000,9509301.0,1638176247
PAQC,PAQC,Provident Acquisition Corp.,9.78,0.0,0.0,9.75,9.78,10.37,9.52,281175008.0,9.75608,9.737958,215226.0,32839.0,NASDAQ,9.75,9.78,,,,28750001.0,1638176247
PAVM,PAVM,PAVmed Inc.,3.81,-4.987538,-0.20000029,3.74,3.94,9.7,1.63,335014816.0,6.3998,5.780975,1121199.0,2471377.0,NASDAQ,3.87,4.01,-0.576,,2021-11-16T21:00:00.000+0000,87930398.0,1638176247
PBR,PBR,Petróleo Brasileiro S.A. - Petrobras,10.47,-0.09541294,-0.00999928,10.25,10.6,12.38,7.06,68286390272.0,10.3074,9.9654,30122372.0,28506465.0,NYSE,10.6,10.48,3.718,2.8160303,,6522100313.0,1638176247
PCM,PCM,PCM Fund Inc.,11.18,0.0,0.0,11.03,11.329,12.77,10.56,130593584.0,11.3044,11.54885,23568.0,23730.0,NYSE,11.2,11.18,1.991,5.6152687,,11681000.0,1638176247
PDAC-UN,PDAC-UN,Peridot Acquisition Corp.,11.78,1.28976,0.15,11.78,12.22,17.98,9.55,,12.017262,12.235672,1767.0,4393.0,NYSE,12.22,11.63,-0.031,,,,1638176247
PDOT,PDOT,Peridot Acquisition Corp. II,9.75,-0.238406,-0.0233002,9.75,9.75,10.6,9.61,497803808.0,9.75326,9.733885,1219.0,61022.0,NYSE,9.8,9.7733,,,,51056801.0,1638176247
PEGA,PEGA,Pegasystems Inc.,114.85,-2.346741,-2.7600021,114.79,118.59,148.8,109.06,9380407296.0,124.4414,127.64035,90938.0,229014.0,NASDAQ,116.74,117.61,-0.268,,2022-02-15T10:59:00.000+0000,81675292.0,1638176247
PFGC,PFGC,Performance Food Group Company,42.39,-4.570011,-2.0299988,41.46,43.19,59.89,41.12,6541412864.0,46.5892,49.74775,1266702.0,1947030.0,NYSE,42.31,44.42,0.336,126.16071,2022-02-01T13:30:00.000+0000,154315000.0,1638176247
PHI,PHI,PLDT Inc.,33.24,-3.3720925,-1.1599998,32.94,33.91,35.49,23.71,7266297344.0,32.7394,28.047,12749.0,52704.0,NYSE,33.91,34.4,2.146,15.489284,,218601003.0,1638176247
PHX,PHX,PHX Minerals Inc.,2.62,-5.0724673,-0.1400001,2.47,2.63,4.37,1.68,86383496.0,3.0856,3.0544,171132.0,228731.0,NYSE,2.61,2.76,-0.187,,2021-12-13T21:00:00.000+0000,32970800.0,1638176247
PIPP,PIPP,Pine Island Acquisition Corp.,10.37,-0.09634131,-0.01000023,10.24,10.38,14.94,9.676,283085440.0,9.8964,9.989225,158439.0,243201.0,NYSE,10.27,10.38,,,2021-04-05T10:59:00.000+0000,27298500.0,1638176247
PLRX,PLRX,"Pliant Therapeutics, Inc.",14.49,-3.5286329,-0.5300007,14.31,15.05,43.92,13.81,522205088.0,16.9742,25.9849,109867.0,136007.0,NASDAQ,14.57,15.02,-2.567,,2021-11-09T16:06:00.000+0000,36038998.0,1638176247
PLUS,PLUS,ePlus inc.,111.03,-4.9237885,-5.75,110.06,114.66,139.48,81.68,1499848704.0,110.5008,100.4171,36090.0,42574.0,NASDAQ,113.85,116.78,6.85,16.20876,2022-02-01T10:59:00.000+0000,13508500.0,1638176247
PLYA,PLYA,Playa Hotels & Resorts N.V.,7.27,-5.5844135,-0.42999983,7.055,7.4,9.46,4.84,1194322816.0,8.2722,7.468425,1994997.0,984953.0,NASDAQ,7.4,7.7,-1.049,,2021-11-03T16:05:15.000+0000,164280993.0,1638176247
PLYN,PLYN,"Palayan Resources, Inc.",0.0624,-6.306312,-0.0042,0.0601,0.06255,0.98,0.025,2244752.0,0.05394,0.118405,87976.0,246830.0,MUTUAL_FUND,0.0601,0.0666,-0.013,,,35973590.0,1638176247
PMCB,PMCB,"PharmaCyte Biotech, Inc.",2.5,-7.063199,-0.19000006,2.5,2.58,57.35,2.25,51789500.0,2.9722,15.357564,260276.0,1779358.0,MUTUAL_FUND,2.57,2.69,-2.358,,,20715800.0,1638176247
PMO,PMO,Putnam Municipal Opportunities Trust,14.22,-0.07026897,-0.00999928,14.13,14.22,14.86,13.1,485039936.0,13.8362,13.96105,18500.0,59749.0,NYSE,14.21,14.23,2.232,6.3709674,,34109700.0,1638176247
POST,POST,"Post Holdings, Inc.",102.15,-1.4851971,-1.5400009,101.51,103.2,117.91,90.87,6388777984.0,106.0026,108.069,180315.0,386717.0,NYSE,102.4,103.69,2.383,42.86614,2022-02-02T10:59:00.000+0000,62543103.0,1638176247
PPGHU,PPGHU,Poema Global Holdings Corp.,10.92,-0.86246264,-0.09500027,10.79,10.92,11.299,9.82,,10.49836,10.212385,955.0,33760.0,NASDAQ,10.88,11.015,,,,,1638176247
PRK,PRK,Park National Corporation,134.07,-6.2709637,-8.969986,132.34,139.19,145.33,98.79,2174561792.0,129.5334,124.6892,32325.0,31006.0,ASE,138.77,143.04,9.898,13.545161,2022-01-24T10:59:00.000+0000,16219600.0,1638176247
PRTK,PRTK,"Paratek Pharmaceuticals, Inc.",4.38,-2.2321408,-0.09999991,4.29,4.46,11.24,4.29,219827392.0,4.9612,6.543,242866.0,308393.0,NASDAQ,4.39,4.48,-1.097,,2022-02-22T21:00:00.000+0000,50188902.0,1638176247
PSAGU,PSAGU,Property Solutions Acquisition Corp. II,9.89,-0.50301045,-0.04999924,9.89,9.9,10.07,9.71,,9.911,9.930091,502.0,5453.0,NASDAQ,9.89,9.94,,,,,1638176247
PWVI,PWVI,"374Water, Inc.",2.2,3.28638,0.0699999,2.06475,2.25,2.555,0.16,213875648.0,2.1977777,1.1481131,2930.0,17576.0,MUTUAL_FUND,2.25,2.13,-0.017,,,97216204.0,1638176247
QCCO,QCCO,"QC Holdings, Inc.",0.68,-4.2253485,-0.02999997,0.68,0.73,0.85,0.25,11786440.0,0.5852,0.4011,12100.0,10358.0,MUTUAL_FUND,0.73,0.71,-0.028,,2018-03-29T16:30:00.000+0000,17333000.0,1638176247
QQQX,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,29.77,-1.7167397,-0.52000046,29.66,30.1311,31.0,25.0,1287320320.0,29.4692,28.7442,75040.0,98233.0,NASDAQ,29.77,30.29,,,,43242201.0,1638176247
RAND,RAND,Rand Capital Corporation,16.53,0.0,0.0,16.53,16.53,26.98,12.17,42664264.0,15.9608,17.14975,882.0,861.0,NASDAQ,17.25,16.53,5.606,2.9486265,2021-11-05T08:30:00.000+0000,2581020.0,1638176247
RAVE,RAVE,"RAVE Restaurant Group, Inc.",1.48,-3.2679706,-0.04999995,1.38,1.5,2.09,0.83,26647252.0,1.2864,1.3492,322347.0,670979.0,NASDAQ,1.44,1.53,0.096,15.416667,2022-02-02T07:02:00.000+0000,18004900.0,1638176247
RBB,RBB,RBB Bancorp,24.65,-7.121331,-1.8900013,24.1,25.85,27.47,14.7,481079264.0,25.7396,23.4469,24530.0,30893.0,NASDAQ,25.73,26.54,2.631,9.3690605,2022-01-24T21:00:00.000+0000,19516400.0,1638176247
RBS,RBS,,24.6,-3.15,-0.8,24.0,25.0,26.6,16.6,46111224.0,24.702858,20.912766,1316.0,1114.0,,25.0,25.4,1.545,15.922331,2020-08-27T10:59:00.000+0000,1874440.0,1638176247
RCG,RCG,"RENN Fund, Inc.",2.8184,-6.05334,-0.1816,2.81,2.8859,3.28,1.53,16775004.0,2.7684,2.55735,15111.0,14761.0,AMEX,2.91,3.0,0.995,2.8325627,2021-09-08T10:59:00.000+0000,5951960.0,1638176247
RCLF,RCLF,Rosecliff Acquisition Corp I,9.86,0.0,0.0,9.81,9.86,9.99,9.615,311822496.0,9.7613,9.71631,83741.0,99066.0,NASDAQ,9.85,9.86,,,,31625000.0,1638176247
RCS,RCS,"PIMCO Strategic Income Fund, Inc.",7.08,-0.7012649,-0.05000019,7.0,7.08,8.23,6.73,314330752.0,7.372,7.53425,92829.0,131715.0,NYSE,7.05,7.13,1.213,5.836768,,44396999.0,1638176247
REPX,REPX,"Riley Exploration Permian, Inc.",17.69,-7.527437,-1.4399986,17.68,18.8823,79.2,12.24,344052832.0,24.2024,27.78065,16143.0,31665.0,AMEX,18.19,19.13,-26.57,,2021-08-12T16:35:07.000+0000,19449001.0,1638176247
RESN,RESN,Resonant Inc.,2.17,-0.91324115,-0.01999998,2.08,2.17,8.33,2.08,142592000.0,2.3758,3.26255,423565.0,703896.0,NASDAQ,2.15,2.19,-0.577,,2021-11-10T16:05:09.000+0000,65710599.0,1638176247
REX,REX,REX American Resources Corporation,88.19,-4.9983835,-4.6399994,86.31,89.88,116.86,72.06,526577216.0,86.2294,86.96685,16354.0,19790.0,NYSE,89.88,92.83,4.642,18.998276,2021-12-01T13:30:00.000+0000,5970940.0,1638176247
REXN,REXN,,53.1,2.12,1.1,52.0,53.1,55.9,31.2,414173632.0,52.919445,46.304512,6079.0,4845.0,,52.0,52.0,1.77,30.0,2021-04-27T14:00:00.000+0000,7799880.0,1638176247
RGA,RGA,"Reinsurance Group of America, Incorporated",97.14,-9.578331,-10.290001,95.08,103.14,134.93,95.08,6566683136.0,114.5876,119.90115,716335.0,483055.0,NYSE,102.48,107.43,8.671,11.202861,2022-02-07T21:00:00.000+0000,67600197.0,1638176247
RGLD,RGLD,"Royal Gold, Inc.",102.32,0.9969423,1.0100021,100.89,102.86,129.69,92.01,6716008448.0,100.7726,110.7471,249851.0,388755.0,NASDAQ,102.86,101.31,4.04,25.326733,2022-02-01T10:59:00.000+0000,65637299.0,1638176247
RH,RH,RH,599.34,-0.9649965,-5.839966,593.73,607.93,744.56,411.88,12834027520.0,655.5572,636.59015,141479.0,447725.0,NYSE,596.0,605.18,17.564,34.12321,2021-12-07T10:59:00.000+0000,21413601.0,1638176247
RILYK,RILYK,"B. Riley Financial, Inc. 5.50% Senior Notes Due 2026",25.87,0.07737121,0.02000046,25.85,25.87,27.48,24.78,,26.08268,25.553663,1290.0,18668.0,NASDAQ,25.85,25.85,,,,,1638176247
RILYT,RILYT,"B. Riley Financial, Inc. 6.00% Senior Notes Due 2028",25.49,-0.07840242,-0.02000046,25.49,25.51,26.66,24.78,,25.82662,25.715996,844.0,9066.0,NASDAQ,25.51,25.51,,,,,1638176247
RIO,RIO,Rio Tinto Group,62.33,-2.2274482,-1.4199982,60.7359,62.48,95.97,59.58,100926603264.0,65.1654,78.6863,3118775.0,3669971.0,NYSE,60.82,63.75,11.523,5.409182,,1619229958.0,1638176247
RLGT,RLGT,"Radiant Logistics, Inc.",8.38,-2.5581424,-0.22000027,8.06,8.4518,8.74,5.52,416698848.0,7.0118,6.9137,194769.0,208044.0,AMEX,8.37,8.6,0.53,15.811322,2022-02-07T21:00:00.000+0000,49725400.0,1638176247
RLX,RLX,RLX Technology Inc.,5.51,1.848436,0.10000038,4.96,5.81,35.0,3.7,8655053824.0,4.868,8.7177,43984416.0,12169631.0,NYSE,5.29,5.41,0.035,157.42857,2021-12-03T13:30:00.000+0000,1570790168.0,1638176247
RMGCU,RMGCU,RMG Acquisition Corp. III,10.0,0.0,0.0,9.93,10.01,11.15,9.72,,9.93246,10.022285,0.0,35304.0,NASDAQ,9.93,10.0,,,,,1638176247
RNST,RNST,Renasant Corporation,36.9,-5.747126,-2.25,36.43,38.04,46.97,30.76,2057079168.0,37.628,39.43185,187488.0,208969.0,NASDAQ,37.73,39.15,3.02,12.218544,2022-01-24T10:59:00.000+0000,55747403.0,1638176247
ROCRW,ROCRW,Roth CH Acquisition III Co.,1.4699,5.7482033,0.07990003,1.45,1.4699,1.4699,1.45,,0.0,0.0,300.0,0.0,NASDAQ,1.42,1.39,,,,,1638176247
ROT,ROT,Rotor Acquisition Corp.,10.05,0.0,0.0,10.05,10.54,11.8,9.61,347073728.0,10.049,9.93781,160194.0,210101.0,NYSE,10.5,10.05,,,,34534699.0,1638176247
RTTR,RTTR,,56.36,-1.67,-0.96,,,58.7,33.71,,57.02778,51.43463,,0.0,,,57.32,,,,,1638176247
RVP,RVP,"Retractable Technologies, Inc.",8.74,2.7026973,0.22999954,8.55,8.9,21.5,7.95,295099968.0,9.8288,11.2802,191974.0,214830.0,AMEX,8.55,8.51,1.366,6.3982425,2021-11-16T12:58:00.000+0000,33764298.0,1638176247
RVPH,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",3.78,-1.8181801,-0.06999993,3.7,3.91,15.1,3.29,52853092.0,3.84,4.8855,66268.0,67531.0,NASDAQ,3.91,3.85,-0.57,,2021-11-15T13:30:00.000+0000,13982299.0,1638176247
SAEX,SAEX,,17.75,0.23,0.04,,,18.14,11.57,,17.543612,16.089264,,0.0,,,17.71,,,,,1638176247
SAFM,SAFM,"Sanderson Farms, Inc.",186.69,-0.1711096,-0.31999207,185.46,187.465,200.0,125.55,4168507648.0,188.1662,176.8699,77728.0,209352.0,NASDAQ,185.91,187.01,13.397,13.935209,2021-12-15T13:30:00.000+0000,22328500.0,1638176247
SAIL,SAIL,"SailPoint Technologies Holdings, Inc.",51.89,-1.5743586,-0.83000183,50.92,53.21,64.19,39.0,4839453184.0,48.6034,49.3448,563531.0,869100.0,NYSE,51.77,52.72,-0.615,,2022-02-23T10:59:00.000+0000,93263696.0,1638176247
SANM,SANM,Sanmina Corporation,37.48,-3.8481274,-1.5,36.9,38.1,43.63,30.59,2412842496.0,39.2592,39.48755,178426.0,282028.0,NASDAQ,37.88,38.98,4.01,9.346633,2022-01-31T10:59:00.000+0000,64376801.0,1638176247
SBG,SBG,Sandbridge Acquisition Corporation,8.84,0.0,0.0,8.38,9.0999,11.56,8.27,254150000.0,9.838276,10.0545025,457421.0,270643.0,NYSE,8.37,8.32,-0.157,,2021-05-19T10:59:00.000+0000,28750000.0,1638176247
SB-PD,SB-PD,"Safe Bulkers, Inc.",25.225,0.01982977,0.00500107,25.11,25.25,26.25,19.26,176515216.0,25.390633,24.932547,1288.0,3366.0,NYSE,25.11,25.22,0.969,26.031992,,6997630.0,1638176247
SBR,SBR,Sabine Royalty Trust,42.81,-1.3139689,-0.5699997,41.65,42.8129,45.52,27.8,624139840.0,42.935,37.928,61136.0,39104.0,NYSE,41.9,43.38,2.815,15.207815,,14579300.0,1638176247
SCL,SCL,Stepan Company,118.29,-3.0171356,-3.6800003,117.4,120.75,139.3,109.08,2651565056.0,119.4482,123.42525,46524.0,69136.0,NYSE,120.04,121.97,6.49,18.226503,2022-02-16T13:30:00.000+0000,22415801.0,1638176247
SCOA,SCOA,Scion Tech Growth I,9.75,-0.40857977,-0.03999996,9.75,9.78,11.0,9.6,700781248.0,9.7851,9.824385,69293.0,125349.0,NASDAQ,9.78,9.79,,,,71875000.0,1638176247
SCR,SCR,Score Media and Gaming Inc.,35.58,0.0,0.0,35.25,35.7,45.0,5.1,1791189760.0,34.766552,24.471277,692716.0,1353701.0,NASDAQ,35.53,35.58,,,2021-07-26T20:00:00.000+0000,50342601.0,1638176247
SDH,SDH,"Global Internet of People, Inc.",2.12,-0.9345896,-0.02000022,2.09,2.16,9.98,2.0,51999356.0,2.23906,2.922675,27363.0,13366.0,NASDAQ,2.16,2.14,0.719,2.9485395,,24527998.0,1638176247
SEED,SEED,Origin Agritech Limited,10.15,4.10256,0.39999962,9.2,10.2,28.28,7.09,57869004.0,9.0454,12.5262,62336.0,120044.0,NASDAQ,9.23,9.75,-2.562,,2019-07-16T16:30:00.000+0000,5701380.0,1638176247
SEEL,SEEL,"Seelos Therapeutics, Inc.",1.85,-1.5957432,-0.02999997,1.78,1.865,6.6,0.9,190411248.0,2.1944,3.1142,1699156.0,3982926.0,NASDAQ,1.8,1.88,-0.577,,,102924999.0,1638176247
SFNC,SFNC,Simmons First National Corporation,29.17,-3.6657882,-1.1100006,28.53,29.465,33.43,19.44,3349591040.0,30.4854,29.6062,463261.0,431003.0,NASDAQ,29.02,30.28,2.528,11.538765,2022-01-24T13:30:00.000+0000,114829998.0,1638176247
SFTW,SFTW,Osprey Technology Acquisition Corp.,11.41,9.711541,1.0100002,10.38,11.8,17.47,9.67,451050976.0,10.081724,10.131387,4849955.0,807297.0,NYSE,10.4,10.4,,,,39531199.0,1638176247
SGAMW,SGAMW,Seaport Global Acquisition Corp.,1.25,-12.5874,-0.18,1.16,1.49,1.49,1.16,,0.0,0.0,923236.0,0.0,NASDAQ,0.88,1.43,,,,,1638176247
SHACU,SHACU,SCP & CO Healthcare Acquisition Company,10.01,-0.09980268,-0.01000023,10.01,10.01,10.65,9.76,,10.0215,10.026675,225.0,8985.0,NASDAQ,10.01,10.02,,,,,1638176247
SHW,SHW,The Sherwin-Williams Company,323.3,-1.4389371,-4.720001,323.0,328.73,340.45,218.06334,84767965184.0,307.0208,281.31415,1022435.0,1117087.0,NYSE,323.92,328.02,7.299,44.29374,2022-01-26T13:30:00.000+0000,262195995.0,1638176247
SIM,SIM,"Grupo Simec, S.A.B. de C.V.",23.5,0.0,0.0,22.89,23.57,31.73,9.13,3625110016.0,23.8762,20.80695,269.0,1480.0,ASE,23.1,23.5,2.328,10.0945015,,154260001.0,1638176247
SLAMU,SLAMU,Slam Corp.,9.89,-0.20181134,-0.0199995,9.86,9.9,10.85,9.73,,9.918,9.980134,4541.0,13131.0,NASDAQ,9.9,9.91,,,,,1638176247
SLNG,SLNG,"Stabilis Solutions, Inc.",5.6727,-7.3088226,-0.44729996,5.6727,6.2779,10.47,2.15,100357440.0,6.2306,7.0607,696.0,9476.0,NASDAQ,6.2779,6.12,-0.325,,2021-11-10T21:00:00.000+0000,17691300.0,1638176247
SMGI,SMGI,SMG Industries Inc.,0.34,7.9365096,0.02500001,0.34,0.35,0.5,0.059,10790648.0,0.24246,0.2047,2140.0,21677.0,MUTUAL_FUND,0.35,0.315,-0.629,,2021-11-17T07:00:03.000+0000,31737200.0,1638176247
SNCE,SNCE,"Science 37 Holdings, Inc.",10.11,2.535497,0.25,9.23,10.29,15.103,8.417,101214240.0,10.74368,10.35735,95779.0,115000.0,NASDAQ,9.64,9.86,-8.809,,2021-11-15T07:00:00.000+0000,10011300.0,1638176247
SNDL,SNDL,Sundial Growers Inc.,0.6541,-3.1823554,-0.02149999,0.6405,0.6685,3.96,0.421,1347446016.0,0.68934,0.904375,60793736.0,108498090.0,NASDAQ,0.6502,0.6756,-0.129,,2021-11-11T18:47:15.000+0000,2060000024.0,1638176247
SNRH,SNRH,Senior Connect Acquisition Corp. I,9.79,-0.20387825,-0.02000046,9.77,9.79,10.56,9.6,506632512.0,9.7734,9.805795,2600.0,72834.0,NASDAQ,9.77,9.81,,,2021-03-31T10:59:00.000+0000,51750001.0,1638176247
SOAC-UN,SOAC-UN,Sustainable Opportunities Acquisition Corp.,11.23,-1.4912288,-0.17000008,11.0,11.4,14.18,10.01,,10.6200285,10.631744,14646.0,1649.0,NYSE,11.4,11.4,,,,,1638176247
SOHOO,SOHOO,Sotherly Hotels Inc.,13.97,-0.92198664,-0.13000011,13.6,14.0,22.12,10.86,62527624.0,14.58174,17.22536,13873.0,4942.0,NASDAQ,13.955,14.1,-2.026,,2020-08-10T12:30:00.000+0000,4475850.0,1638176247
SOJD,SOJD,Southern Company (The) Series 2,26.58,-0.52394986,-0.13999939,26.54,26.64,27.57,25.28,,26.7295,26.69424,28406.0,80412.0,NYSE,26.63,26.72,,,,,1638176247
SPG-PJ,SPG-PJ,"Simon Property Group, Inc.",73.06,-1.72182,-1.28,73.06,74.8,76.1,64.64,61772156928.0,71.86764,70.94138,1000.0,971.0,NYSE,74.78,74.34,6.177,11.827747,,845499000.0,1638176247
SPRS,SPRS,"Surge Components, Inc.",3.45,0.0,0.0,3.45,3.45,4.5,1.96,19027924.0,3.1548,2.87865,27.0,4307.0,MUTUAL_FUND,3.45,3.45,0.508,6.7913384,2022-02-24T10:59:00.000+0000,5515340.0,1638176247
SRNG,SRNG,Soaring Eagle Acquisition Corp.,11.42,12.734452,1.29,10.01,11.5,11.5,8.9,2462437376.0,9.99431,9.976284,7380087.0,5006432.0,NASDAQ,10.19,10.13,,,,215624989.0,1638176247
SRUS,SRUS,Stratus Capital Corp.,0.1111,0.0,0.0,0.1111,0.1111,0.3498,0.0321,2391483.0,0.1457894,0.0805191,8500.0,11050.0,MUTUAL_FUND,0.1111,0.1111,-0.007,,,21525500.0,1638176247
STG,STG,Sunlands Technology Group,4.48,-5.882357,-0.2800002,4.07,4.6499,36.875,3.66,60293632.0,4.9198,10.083445,19387.0,65906.0,NYSE,4.57,4.76,-0.093,,2021-11-23T05:40:04.000+0000,13458400.0,1638176247
STPC,STPC,Star Peak Corp II,9.87,-1.3986049,-0.14000034,9.85,10.08,12.25,9.7,496584384.0,9.962414,9.978029,371967.0,300603.0,NYSE,10.04,10.01,,,,50312501.0,1638176247
SUME,SUME,"Summer Energy Holdings, Inc.",0.41,0.0,0.0,0.41,0.41,1.495,0.4,13065429.0,0.4232,0.745793,146.0,184.0,MUTUAL_FUND,0.65,0.41,-0.317,,,31866900.0,1638176247
SUPN,SUPN,"Supernus Pharmaceuticals, Inc.",30.61,-4.1640573,-1.3299999,29.93,31.53,34.5,20.81,1627864320.0,29.929,28.8243,475937.0,401866.0,NASDAQ,31.05,31.94,1.508,20.298409,2022-02-23T10:59:00.000+0000,53180801.0,1638176247
SV,SV,Spring Valley Acquisition Corp.,9.97,0.0,0.0,9.96,9.97,12.27,8.56,286637504.0,9.7139,9.9282,59099.0,196242.0,NASDAQ,9.96,9.97,,,2021-03-31T10:59:00.000+0000,28750000.0,1638176247
SWIR,SWIR,"Sierra Wireless, Inc.",17.34,-2.3648653,-0.42000008,16.83,17.35,22.22,13.1,652929024.0,16.5716,16.55975,90087.0,178522.0,NASDAQ,17.34,17.76,-2.087,,2022-02-21T21:00:00.000+0000,37654500.0,1638176247
SYK,SYK,Stryker Corporation,243.48,-4.5737796,-11.669998,243.48,250.22,281.16,220.9,91850391552.0,266.7368,258.9442,1949711.0,1085339.0,NYSE,249.804,255.15,4.968,49.009663,2022-01-25T16:05:00.000+0000,377239985.0,1638176247
SYSX,SYSX,"Sysorex, Inc.",0.285,-6.55738,-0.02000001,0.251,0.312,15.0,0.215,41478328.0,0.59184,2.310765,117564.0,575180.0,MUTUAL_FUND,0.291,0.305,-0.192,,,145537993.0,1638176247
TACA,TACA,Trepont Acquisition Corp I,9.98,0.0,0.0,9.98,9.98,10.75,9.68,286924992.0,9.96178,9.94418,10.0,44834.0,NYSE,9.98,9.98,,,2021-03-31T10:59:00.000+0000,28749999.0,1638176247
TBC,TBC,AT&T Inc. 5.625% Global Notes d,26.55,-0.599026,-0.15999985,26.42,26.67,28.18,26.02,,26.9737,27.09501,53057.0,41893.0,NYSE,26.65,26.71,,,,,1638176247
TBKCP,TBKCP,"Triumph Bancorp, Inc.",27.72,-0.10811058,-0.03000069,27.94,27.94,28.59,26.28,,27.84508,27.78555,660.0,2793.0,NASDAQ,27.7296,27.75,4.574,6.060341,2021-01-19T10:59:00.000+0000,,1638176247
TBLA,TBLA,Taboola.com Ltd.,8.52,0.590321,0.05000019,8.22,8.6,11.44,7.75,1975651840.0,9.0612,9.151048,315025.0,586233.0,NASDAQ,8.29,8.47,-0.623,,2021-11-10T08:30:00.000+0000,231884019.0,1638176247
TBLMY,TBLMY,Tiger Brands Limited,11.53,-6.639681,-0.82000065,11.53,11.53,17.35,11.53,14486868992.0,12.7936,14.0395,177.0,230.0,PNK,11.53,12.35,0.7,16.471428,,1256450043.0,1638176247
TCAC,TCAC,Tuatara Capital Acquisition Corporation,9.9,0.0,0.0,9.9,9.9,10.12,9.6,247499984.0,9.77676,9.719297,12.0,62011.0,NASDAQ,9.9,9.9,0.519,19.075144,,24999998.0,1638176247
TENX,TENX,"Tenax Therapeutics, Inc.",1.26,-2.3255794,-0.02999997,1.2552,1.27,3.68,1.01,31760694.0,1.5384,1.82838,27281.0,126434.0,NASDAQ,1.26,1.29,-2.215,,2021-11-16T08:30:00.000+0000,25206900.0,1638176247
TER,TER,"Teradyne, Inc.",146.35,-2.9702284,-4.4799957,145.42,151.4,154.5,104.05,23855636480.0,127.134,125.30165,910991.0,1477420.0,NASDAQ,148.35,150.83,5.309,27.566399,2022-01-25T21:00:00.000+0000,163004007.0,1638176247
